0.00,0.00
0.14,0.14
0.35,0.40
0.43,0.53
0.50,0.64
0.54,0.71
0.61,0.75
0.66,0.75
0.72,0.76
0.76,0.79
0.80,0.80
0.82,0.81
0.84,0.81
0.86,0.81
0.88,0.82
0.88,0.82
0.88,0.82
0.90,0.82
0.90,0.82
0.90,0.82
0.89,0.84
0.90,0.82
0.92,0.84
0.92,0.84
0.93,0.84
0.93,0.82
0.94,0.84
0.94,0.82
0.93,0.84
0.92,0.84
0.92,0.82
0.90,0.85
0.89,0.84
0.89,0.86
0.89,0.88
0.89,0.88
0.90,0.89
0.89,0.89
0.89,0.90
0.90,0.89
0.89,0.89
0.90,0.89
0.90,0.89
0.90,0.90
0.90,0.90
0.90,0.92
0.90,0.90
0.92,0.92
0.90,0.90
0.92,0.92
0.92,0.92
0.93,0.90
0.93,0.90
0.93,0.90
0.93,0.90
0.94,0.90
0.93,0.90
0.93,0.90
0.93,0.92
0.93,0.92
0.93,0.90
0.93,0.90
0.93,0.90
0.94,0.92
0.94,0.93
0.95,0.92
0.95,0.92
0.93,0.90
0.93,0.90
0.92,0.90
0.93,0.90
0.92,0.89
0.92,0.90
0.92,0.89
0.92,0.89
0.92,0.89
0.92,0.89
0.93,0.88
0.92,0.88
0.92,0.88
0.92,0.88
0.92,0.88
0.92,0.88
0.93,0.88
0.93,0.89
0.92,0.88
0.90,0.88
0.90,0.88
0.90,0.86
0.89,0.86
0.89,0.85
0.89,0.86
0.90,0.86
0.90,0.85
0.89,0.85
0.89,0.85
0.90,0.86
0.92,0.85
0.92,0.86
0.90,0.86
0.90,0.86
0.89,0.86
0.89,0.88
0.88,0.88
0.88,0.86
0.89,0.86
0.89,0.86
0.89,0.86
0.90,0.88
0.89,0.86
0.89,0.88
0.90,0.86
0.90,0.86
0.89,0.85
0.88,0.85
0.86,0.84
0.86,0.85
0.86,0.84
0.86,0.84
0.88,0.84
0.88,0.85
0.88,0.85
0.89,0.84
0.88,0.85
0.89,0.84
0.88,0.82
0.89,0.84
0.89,0.84
0.88,0.84
0.88,0.82
0.88,0.84
0.88,0.82
0.88,0.84
0.88,0.84
0.88,0.85
0.89,0.84
0.88,0.85
0.89,0.84
0.88,0.84
0.86,0.84
0.86,0.81
